Metadata_pert_name,Metadata_gene_name,Metadata_cell_line,correlation,replicate_type,quantile,iterations,cor_method,samples,groups
CTNNB1-2,CTNNB1,A549,0.2079998039696027,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-1,Chr2,A549,0.2800976669143433,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-2,Chr2,A549,0.1808200889196287,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-3,Chr2,A549,0.5439886359205705,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-4,Chr2,A549,0.014755826795259868,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-5,Chr2,A549,0.15284357369227364,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-6,Chr2,A549,0.5434074237043183,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
DOT1L-1,DOT1L,A549,0.294709621815237,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
DOT1L-2,DOT1L,A549,-0.2589960666127524,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGFR-1,EGFR,A549,-0.3932931468274784,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGFR-2,EGFR,A549,-0.09153058415528705,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGLN1-8,EGLN1,A549,-0.39278856404627555,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGLN1-9,EGLN1,A549,0.43765932897151866,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EMPTY,EMPTY,A549,-0.01830729636893401,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB2-1,ERBB2,A549,0.8688322000737794,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB2-2,ERBB2,A549,0.6888510770630831,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB3-1,ERBB3,A549,0.5241312273056896,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB3-2,ERBB3,A549,0.1940461530761961,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EZH2-1,EZH2,A549,0.13555723621207066,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EZH2-2,EZH2,A549,-0.10043296528075023,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GLS-1,GLS,A549,0.1451852650930876,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GLS-2,GLS,A549,0.7790863098504875,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GPX4-1,GPX4,A549,0.6914500462665311,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GPX4-2,GPX4,A549,0.4343309756496514,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
HIF1a-1,HIF1a,A549,0.11670517342380107,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
HIF1a-2,HIF1a,A549,0.3583469399857367,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ITGAV-1,ITGAV,A549,0.8460175944516612,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ITGAV-2,ITGAV,A549,0.9127957644682816,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
JAK3-1,JAK3,A549,0.5037451880527491,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
JAK3-2,JAK3,A549,-0.24590446866993257,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KIF11-1,KIF11,A549,0.7329859456862428,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KIF11-2,KIF11,A549,0.8523050224416939,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KRAS-1,KRAS,A549,0.5454196386165628,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KRAS-2A,KRAS,A549,0.6066195163019847,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KRAS-2B,KRAS,A549,0.4680572777926217,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
LacZ-2,LacZ,A549,-0.16820227580438984,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
LacZ-3,LacZ,A549,-0.057720798358626375,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Luc-1,Luc,A549,0.19241263812799136,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Luc-2,Luc,A549,0.2172227924460029,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MAPK1-1,MAPK1,A549,0.4508073746353085,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MAPK1-2,MAPK1,A549,0.696515386225827,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MCL1-2,MCL1,A549,-0.3358933671244068,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MCL1-5,MCL1,A549,0.006181999724602,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MTOR-1,MTOR,A549,0.2393249213858336,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MTOR-2,MTOR,A549,0.5226177963706626,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MYC-1,MYC,A549,0.9140691077992631,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MYC-2,MYC,A549,0.9003460682874207,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ORC4-1,ORC4,A549,-0.016456426001095197,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ORC4-2,ORC4,A549,0.26753277236061224,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PIK3CA-1,PIK3CA,A549,0.5895823425585609,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PIK3CA-2,PIK3CA,A549,0.07440215792115246,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
POLR2D-1,POLR2D,A549,0.9173240738604289,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
POLR2D-2,POLR2D,A549,0.9065297001731074,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PPIB-1,PPIB,A549,-0.018119441256100353,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PPIB-2,PPIB,A549,0.5142011621282745,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PRDX1-1,PRDX1,A549,-0.40038649527027553,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PRDX1-2,PRDX1,A549,-0.05876513311859825,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PSMA1-1,PSMA1,A549,0.7784360282561866,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PSMA1-2,PSMA1,A549,0.9195719962209696,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PTK2-1,PTK2,A549,0.477305453325359,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PTK2-2,PTK2,A549,0.6389701405610465,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
RAC1-1,RAC1,A549,-0.03939146826729751,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
RAC1-2,RAC1,A549,-0.020617128123884998,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
RAF1-1,RAF1,A549,0.319099507761844,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
RAF1-2,RAF1,A549,0.1935019570581777,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
RHOA-1,RHOA,A549,0.4525508954717798,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
RHOA-2,RHOA,A549,0.07973864055025492,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SDHB-1,SDHB,A549,0.28517893646786124,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SDHB-2,SDHB,A549,-0.38092457549938713,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SLC2A1-1,SLC2A1,A549,0.06813566146478904,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SLC2A2-2,SLC2A2,A549,0.13252031116834667,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SMARCB1-1,SMARCB1,A549,-0.25830799128089205,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SMARCB1-2,SMARCB1,A549,-0.349651424684383,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
STAT3-1,STAT3,A549,-0.20959724202721675,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
STAT3-2,STAT3,A549,0.15339486926606716,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SUZ12-1,SUZ12,A549,0.7671022518605731,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SUZ12-2,SUZ12,A549,0.8245152697429757,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
TXN-1,TXN,A549,0.4054249457194089,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
TXN-2,TXN,A549,0.49667975452166957,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
XBP-1,XBP,A549,0.5734321135993227,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
XBP-2,XBP,A549,0.5939730027640052,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
YAP1-1,YAP1,A549,-0.08965441210191911,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
YAP1-2,YAP1,A549,0.16440564267311467,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
AKT1-1,AKT1,A549,0.7873490864924688,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
AKT1-2,AKT1,A549,0.7056796304821089,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ARID1B-1,ARID1B,A549,0.7938123795607661,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ARID1B-2,ARID1B,A549,0.8451590760414203,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ATF4-1,ATF4,A549,0.7717969208128523,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ATF4-2,ATF4,A549,0.4035522000601163,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ATP50-1,ATP50,A549,0.7046657287979934,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ATP50-2,ATP50,A549,0.7255481720119039,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
AURKB-2,AURKB,A549,0.7837087944168439,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BCL2-1,BCL2,A549,0.7109465436635105,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BCL2-2,BCL2,A549,0.6467800858685082,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BCL2L2-1,BCL2L2,A549,0.7647217736648318,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BCL2L2-2,BCL2L2,A549,0.733259885366203,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BCL2L2-4,BCL2L2,A549,0.18157902225160982,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRAF-2,BRAF,A549,0.7409761039871665,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRAF1-1,BRAF1,A549,0.5791654248276755,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRCA1-1,BRCA1,A549,0.5801495798368523,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRCA1-2,BRCA1,A549,0.907550105570631,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRD4-1,BRD4,A549,0.8151678704164237,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRD4-2,BRD4,A549,0.7351361774575025,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CCND1-1,CCND1,A549,0.40025368183771504,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CCND1-2,CCND1,A549,0.12305892834963582,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CCNE1-1,CCNE1,A549,0.7328782094316559,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CCNE1-2,CCNE1,A549,0.4627509520947556,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK2-1,CDK2,A549,0.8343281833689256,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK2-2,CDK2,A549,0.678609131425424,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK4-1,CDK4,A549,0.42645377927522693,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK4-2,CDK4,A549,0.6965858712781554,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK4-3,CDK4,A549,0.3718818796383565,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CHEK2-1,CHEK2,A549,0.6591703182255639,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CHEK2-2,CHEK2,A549,0.627267855273819,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
COX5B-1,COX5B,A549,0.5565241526953498,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
COX5B-2,COX5B,A549,0.7152755940554083,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CSNK1A1-1,CSNK1A1,A549,0.5965999267694716,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CSNK1A1-2,CSNK1A1,A549,0.5437342966230282,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CTNNB1-1,CTNNB1,A549,0.5227878659179439,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CTNNB1-2,CTNNB1,A549,0.4232309681604877,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-1,Chr2,A549,0.6255712323070652,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-2,Chr2,A549,0.3356467850712903,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-3,Chr2,A549,0.5764222705489555,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-4,Chr2,A549,0.4426885931609114,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-5,Chr2,A549,0.47603735967968575,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-6,Chr2,A549,0.5640065766787168,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
DOT1L-1,DOT1L,A549,0.7467846598057186,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
DOT1L-2,DOT1L,A549,0.77815055243813,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGFR-1,EGFR,A549,0.6101215827203597,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGFR-2,EGFR,A549,0.9061358212395934,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGLN1-8,EGLN1,A549,0.6232678304787818,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGLN1-9,EGLN1,A549,0.8021219529550128,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EMPTY,EMPTY,A549,0.3032593626629939,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB2-1,ERBB2,A549,0.8279168140705355,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB2-2,ERBB2,A549,0.6905472112701004,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB3-1,ERBB3,A549,0.8757264805406546,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB3-2,ERBB3,A549,0.7050993049481781,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EZH2-1,EZH2,A549,0.7148878347856851,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EZH2-2,EZH2,A549,0.5739833872430175,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GLS-1,GLS,A549,0.7915762923772977,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GLS-2,GLS,A549,0.662146683432361,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GPX4-1,GPX4,A549,0.7952346941392655,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GPX4-2,GPX4,A549,0.7445724442620456,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
HIF1a-1,HIF1a,A549,0.23958585175214575,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
HIF1a-2,HIF1a,A549,0.6986335796111482,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ITGAV-1,ITGAV,A549,0.6283290916045763,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ITGAV-2,ITGAV,A549,0.7929039447443101,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
JAK3-1,JAK3,A549,0.851913172629704,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
JAK3-2,JAK3,A549,0.6604773699779428,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KIF11-1,KIF11,A549,0.6496633976177625,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KIF11-2,KIF11,A549,0.5845032529579326,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KRAS-1,KRAS,A549,0.8471407388189192,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
