Metadata_Plate_Map_Name,Metadata_Well,Metadata_gene_name,Metadata_pert_name,Metadata_broad_sample,Metadata_cell_line,Metadata_pert_id,Metadata_pert_mfc_id,Metadata_cell_id,Metadata_broad_sample_type,Metadata_pert_type,correlation
DEPENDENCIES1_A549,C10,GLS,GLS-2,NA,A549,NA,NA,unknown,trt,trt,0.9080880311987507
DEPENDENCIES1_A549,C11,EGFR,EGFR-1,BRDN0001054960,A549,NA,BRDN0001054960,unknown,trt,trt,0.519484286491113
DEPENDENCIES1_A549,C12,GLS,GLS-1,NA,A549,NA,NA,unknown,trt,trt,0.4751392115843373
DEPENDENCIES1_A549,C13,EGFR,EGFR-2,BRDN0001054761,A549,NA,BRDN0001054761,unknown,trt,trt,0.6448949603059475
DEPENDENCIES1_A549,C15,ERBB3,ERBB3-1,BRDN0001054818,A549,NA,BRDN0001054818,unknown,trt,trt,0.3835085313131173
DEPENDENCIES1_A549,C17,ERBB3,ERBB3-2,BRDN0001054867,A549,NA,BRDN0001054867,unknown,trt,trt,0.3750576689448319
DEPENDENCIES1_A549,C18,ERBB2,ERBB2-2,NA,A549,NA,NA,unknown,trt,trt,0.39137846575116564
DEPENDENCIES1_A549,C19,ITGAV,ITGAV-1,BRDN0001052092,A549,NA,BRDN0001052092,unknown,trt,trt,0.8857458998665056
DEPENDENCIES1_A549,C20,ERBB2,ERBB2-1,NA,A549,NA,NA,unknown,trt,trt,0.681222273660672
DEPENDENCIES1_A549,C21,ITGAV,ITGAV-2,BRDN0001052667,A549,NA,BRDN0001052667,unknown,trt,trt,0.916356624340092
DEPENDENCIES1_A549,C22,EGLN1,EGLN1-9,NA,A549,NA,NA,unknown,trt,trt,0.6295172312732722
DEPENDENCIES1_A549,C23,JAK3,JAK3-1,BRDN0001065886,A549,NA,BRDN0001065886,unknown,trt,trt,0.383975236951863
DEPENDENCIES1_A549,C24,EGLN1,EGLN1-8,NA,A549,NA,NA,unknown,trt,trt,0.5101941235088183
DEPENDENCIES1_A549,D01,Chr2,Chr2-1,NA,A549,NA,NA,unknown,trt,trt,0.6093904509928638
DEPENDENCIES1_A549,D02,PPIB,PPIB-2,NA,A549,NA,NA,unknown,trt,trt,0.649861538013212
DEPENDENCIES1_A549,D03,POLR2D,POLR2D-2,NA,A549,NA,NA,unknown,trt,trt,0.7927341734098422
DEPENDENCIES1_A549,D05,Chr2,Chr2-4,NA,A549,NA,NA,unknown,trt,trt,0.2546867457505177
DEPENDENCIES1_A549,D06,PSMA1,PSMA1-2,NA,A549,NA,NA,unknown,trt,trt,0.921045408540977
DEPENDENCIES1_A549,D07,PSMA1,PSMA1-1,NA,A549,NA,NA,unknown,trt,trt,0.06816928033999914
DEPENDENCIES1_A549,D08,Chr2,Chr2-5,NA,A549,NA,NA,unknown,trt,trt,0.42761435061821335
DEPENDENCIES1_A549,D09,PRDX1,PRDX1-1,NA,A549,NA,NA,unknown,trt,trt,0.24596099371055383
DEPENDENCIES1_A549,D10,ORC4,ORC4-1,NA,A549,NA,NA,unknown,trt,trt,-0.06145892063259229
DEPENDENCIES1_A549,D11,PRDX1,PRDX1-2,NA,A549,NA,NA,unknown,trt,trt,0.38251666635049475
DEPENDENCIES1_A549,D12,Chr2,Chr2-2,NA,A549,NA,NA,unknown,trt,trt,0.30045784613448934
DEPENDENCIES1_A549,D13,Luc,Luc-1,BRDN0000585635,A549,NA,BRDN0000585635,unknown,trt,trt,0.6118584389980976
DEPENDENCIES1_A549,D14,YAP1,YAP1-2,NA,A549,NA,NA,unknown,trt,trt,0.2485293456626414
DEPENDENCIES1_A549,D15,Luc,Luc-2,BRDN0000585515,A549,NA,BRDN0000585515,unknown,trt,trt,0.0694650419371799
DEPENDENCIES1_A549,D16,YAP1,YAP1-1,NA,A549,NA,NA,unknown,trt,trt,0.10960989138801792
DEPENDENCIES1_A549,D21,PPIB,PPIB-1,NA,A549,NA,NA,unknown,trt,trt,0.05704344777157933
DEPENDENCIES1_A549,D22,LacZ,LacZ-2,BRDN0000585793,A549,NA,BRDN0000585793,unknown,trt,trt,0.26589013869582095
DEPENDENCIES1_A549,D24,LacZ,LacZ-2,BRDN0000585793,A549,NA,BRDN0000585793,unknown,trt,trt,0.7143702095238285
DEPENDENCIES1_A549,E01,JAK3,JAK3-2,BRDN0001065702,A549,NA,BRDN0001065702,unknown,trt,trt,0.2631015126068005
DEPENDENCIES1_A549,E02,COX5B,COX5B-2,NA,A549,NA,NA,unknown,trt,trt,0.6340488243674961
DEPENDENCIES1_A549,E03,KIF11,KIF11-1,BRDN0000734411,A549,NA,BRDN0000734411,unknown,trt,trt,0.8339018006271807
DEPENDENCIES1_A549,E04,COX5B,COX5B-1,NA,A549,NA,NA,unknown,trt,trt,0.3699605041944956
DEPENDENCIES1_A549,E05,KIF11,KIF11-2,BRDN0000734657,A549,NA,BRDN0000734657,unknown,trt,trt,0.7969959678016001
DEPENDENCIES1_A549,E06,CDK2,CDK2-2,NA,A549,NA,NA,unknown,trt,trt,0.8737784639241275
DEPENDENCIES1_A549,E07,MTOR,MTOR-1,BRDN0000734637,A549,NA,BRDN0000734637,unknown,trt,trt,0.556332937148758
DEPENDENCIES1_A549,E08,CDK2,CDK2-1,NA,A549,NA,NA,unknown,trt,trt,0.7663290700780866
DEPENDENCIES1_A549,E09,MTOR,MTOR-2,BRDN0000734053,A549,NA,BRDN0000734053,unknown,trt,trt,0.3305441767483112
DEPENDENCIES1_A549,E10,CCNE1,CCNE1-2,NA,A549,NA,NA,unknown,trt,trt,0.8643690823007261
DEPENDENCIES1_A549,E11,PIK3CA,PIK3CA-1,BRDN0001054759,A549,NA,BRDN0001054759,unknown,trt,trt,0.42387806217688256
DEPENDENCIES1_A549,E12,CCNE1,CCNE1-1,NA,A549,NA,NA,unknown,trt,trt,0.8056326018358656
DEPENDENCIES1_A549,E13,PIK3CA,PIK3CA-2,BRDN0001054804,A549,NA,BRDN0001054804,unknown,trt,trt,0.48182805147818575
DEPENDENCIES1_A549,E14,CCND1,CCND1-2,NA,A549,NA,NA,unknown,trt,trt,0.9084984038640733
DEPENDENCIES1_A549,E15,RAC1,RAC1-1,BRDN0001062183,A549,NA,BRDN0001062183,unknown,trt,trt,0.5486037759147906
DEPENDENCIES1_A549,E16,CCND1,CCND1-1,NA,A549,NA,NA,unknown,trt,trt,0.8449571113865716
DEPENDENCIES1_A549,E17,RAC1,RAC1-2,BRDN0001062199,A549,NA,BRDN0001062199,unknown,trt,trt,-0.11293950339571784
DEPENDENCIES1_A549,E18,BRCA1,BRCA1-2,NA,A549,NA,NA,unknown,trt,trt,0.4650344281917224
DEPENDENCIES1_A549,E19,RHOA,RHOA-1,BRDN0000990371,A549,NA,BRDN0000990371,unknown,trt,trt,0.2473660761192891
DEPENDENCIES1_A549,E20,BRCA1,BRCA1-1,NA,A549,NA,NA,unknown,trt,trt,0.7379405795753146
DEPENDENCIES1_A549,E21,RHOA,RHOA-2,BRDN0000990437,A549,NA,BRDN0000990437,unknown,trt,trt,-0.13370816449331044
DEPENDENCIES1_A549,E22,BCL2L2,BCL2L2-2,NA,A549,NA,NA,unknown,trt,trt,-0.10733927639045529
DEPENDENCIES1_A549,E23,SDHB,SDHB-1,BRDN0000986589,A549,NA,BRDN0000986589,unknown,trt,trt,0.2814319276157526
DEPENDENCIES1_A549,E24,BCL2L2,BCL2L2-1,NA,A549,NA,NA,unknown,trt,trt,0.40356112468830635
DEPENDENCIES1_A549,F01,POLR2D,POLR2D-1,NA,A549,NA,NA,unknown,trt,trt,0.8344711640088929
DEPENDENCIES1_A549,F03,Chr2,Chr2-3,NA,A549,NA,NA,unknown,trt,trt,0.6046094185113026
DEPENDENCIES1_A549,F04,PPIB,PPIB-2,NA,A549,NA,NA,unknown,trt,trt,0.822557432405041
DEPENDENCIES1_A549,F05,ORC4,ORC4-2,NA,A549,NA,NA,unknown,trt,trt,-0.09482270566696632
DEPENDENCIES1_A549,F06,Chr2,Chr2-6,NA,A549,NA,NA,unknown,trt,trt,0.005965668589384687
DEPENDENCIES1_A549,F07,Chr2,Chr2-6,NA,A549,NA,NA,unknown,trt,trt,-0.24978437804915085
DEPENDENCIES1_A549,F08,ORC4,ORC4-2,NA,A549,NA,NA,unknown,trt,trt,0.37943026645101174
DEPENDENCIES1_A549,F09,RAF1,RAF1-1,NA,A549,NA,NA,unknown,trt,trt,0.5596364680848859
DEPENDENCIES1_A549,F10,Chr2,Chr2-3,NA,A549,NA,NA,unknown,trt,trt,0.8366506368894243
DEPENDENCIES1_A549,F11,RAF1,RAF1-2,NA,A549,NA,NA,unknown,trt,trt,0.37516414846197693
DEPENDENCIES1_A549,F12,POLR2D,POLR2D-1,NA,A549,NA,NA,unknown,trt,trt,0.8136739759968592
DEPENDENCIES1_A549,F13,Chr2,Chr2-1,NA,A549,NA,NA,unknown,trt,trt,0.6003050586553819
DEPENDENCIES1_A549,F14,XBP,XBP-2,NA,A549,NA,NA,unknown,trt,trt,0.7141927217649705
DEPENDENCIES1_A549,F15,POLR2D,POLR2D-2,NA,A549,NA,NA,unknown,trt,trt,0.7900916455103242
DEPENDENCIES1_A549,F16,XBP,XBP-1,NA,A549,NA,NA,unknown,trt,trt,0.7208340392496088
DEPENDENCIES1_A549,F17,Chr2,Chr2-4,NA,A549,NA,NA,unknown,trt,trt,0.4663883026000402
DEPENDENCIES1_A549,F18,PSMA1,PSMA1-2,NA,A549,NA,NA,unknown,trt,trt,0.8909124409069044
DEPENDENCIES1_A549,F19,PSMA1,PSMA1-1,NA,A549,NA,NA,unknown,trt,trt,0.8726244158030436
DEPENDENCIES1_A549,F20,Chr2,Chr2-5,NA,A549,NA,NA,unknown,trt,trt,0.5779565859410992
DEPENDENCIES1_A549,F22,ORC4,ORC4-1,NA,A549,NA,NA,unknown,trt,trt,0.4049539905241327
DEPENDENCIES1_A549,F23,PPIB,PPIB-1,NA,A549,NA,NA,unknown,trt,trt,0.2567117281987341
DEPENDENCIES1_A549,F24,Chr2,Chr2-2,NA,A549,NA,NA,unknown,trt,trt,0.6379476735943316
DEPENDENCIES1_A549,G01,SDHB,SDHB-2,BRDN0000986593,A549,NA,BRDN0000986593,unknown,trt,trt,0.46559554554688215
DEPENDENCIES1_A549,G02,BCL2,BCL2-2,NA,A549,NA,NA,unknown,trt,trt,0.7556410015019354
DEPENDENCIES1_A549,G03,SMARCB1,SMARCB1-1,BRDN0001062203,A549,NA,BRDN0001062203,unknown,trt,trt,0.2149879510250587
DEPENDENCIES1_A549,G04,BCL2,BCL2-1,NA,A549,NA,NA,unknown,trt,trt,0.26859941290794853
DEPENDENCIES1_A549,G05,SMARCB1,SMARCB1-2,BRDN0001062218,A549,NA,BRDN0001062218,unknown,trt,trt,0.6604057054897843
DEPENDENCIES1_A549,G06,AURKB,AURKB-2,NA,A549,NA,NA,unknown,trt,trt,0.1384005403966406
DEPENDENCIES1_A549,G07,STAT3,STAT3-1,BRDN0001063739,A549,NA,BRDN0001063739,unknown,trt,trt,0.5916642131243817
DEPENDENCIES1_A549,G08,CDK4,CDK4-3,NA,A549,NA,NA,unknown,trt,trt,0.8462508031873194
DEPENDENCIES1_A549,G09,STAT3,STAT3-2,BRDN0000579974,A549,NA,BRDN0000579974,unknown,trt,trt,0.3073493774672676
DEPENDENCIES1_A549,G10,ATP50,ATP50-2,NA,A549,NA,NA,unknown,trt,trt,0.7515851107727597
DEPENDENCIES1_A549,G11,SUZ12,SUZ12-1,BRDN0001057351,A549,NA,BRDN0001057351,unknown,trt,trt,0.6172616842391434
DEPENDENCIES1_A549,G12,ATP50,ATP50-1,NA,A549,NA,NA,unknown,trt,trt,0.13255920798429643
DEPENDENCIES1_A549,G13,SUZ12,SUZ12-2,BRDN0001057661,A549,NA,BRDN0001057661,unknown,trt,trt,0.741822571281104
DEPENDENCIES1_A549,G14,ATF4,ATF4-2,NA,A549,NA,NA,unknown,trt,trt,0.926761952791199
DEPENDENCIES1_A549,G15,EZH2,EZH2-1,BRDN0000733051,A549,NA,BRDN0000733051,unknown,trt,trt,0.5115949424019709
DEPENDENCIES1_A549,G16,ATF4,ATF4-1,NA,A549,NA,NA,unknown,trt,trt,0.905311521144451
DEPENDENCIES1_A549,G17,EZH2,EZH2-2,BRDN0000733144,A549,NA,BRDN0000733144,unknown,trt,trt,0.33730933757057696
DEPENDENCIES1_A549,G18,ARID1B,ARID1B-2,NA,A549,NA,NA,unknown,trt,trt,0.6230398718568693
DEPENDENCIES1_A549,G19,PTK2,PTK2-1,BRDN0000990543,A549,NA,BRDN0000990543,unknown,trt,trt,0.5434601830031519
DEPENDENCIES1_A549,G20,ARID1B,ARID1B-1,NA,A549,NA,NA,unknown,trt,trt,0.48730125472186153
DEPENDENCIES1_A549,G21,PTK2,PTK2-2,BRDN0000990405,A549,NA,BRDN0000990405,unknown,trt,trt,0.7522740454353595
DEPENDENCIES1_A549,H01,POLR2D,POLR2D-1,NA,A549,NA,NA,unknown,trt,trt,0.825549245020862
DEPENDENCIES1_A549,H03,Chr2,Chr2-3,NA,A549,NA,NA,unknown,trt,trt,0.2863488627183308
DEPENDENCIES1_A549,H04,PPIB,PPIB-2,NA,A549,NA,NA,unknown,trt,trt,0.698451527681389
DEPENDENCIES1_A549,H05,ORC4,ORC4-2,NA,A549,NA,NA,unknown,trt,trt,0.6416994563338356
DEPENDENCIES1_A549,H06,Chr2,Chr2-6,NA,A549,NA,NA,unknown,trt,trt,0.7173424166279726
DEPENDENCIES1_A549,H07,Chr2,Chr2-6,NA,A549,NA,NA,unknown,trt,trt,0.30070700484227175
DEPENDENCIES1_A549,H08,ORC4,ORC4-2,NA,A549,NA,NA,unknown,trt,trt,0.29044931349341835
DEPENDENCIES1_A549,H09,SLC2A1,SLC2A1-1,NA,A549,NA,NA,unknown,trt,trt,0.563826364876749
DEPENDENCIES1_A549,H10,Chr2,Chr2-3,NA,A549,NA,NA,unknown,trt,trt,0.7969520717976962
DEPENDENCIES1_A549,H11,SLC2A2,SLC2A2-2,NA,A549,NA,NA,unknown,trt,trt,0.2619773331519347
DEPENDENCIES1_A549,H12,POLR2D,POLR2D-1,NA,A549,NA,NA,unknown,trt,trt,0.8978340956314771
DEPENDENCIES1_A549,H13,Chr2,Chr2-1,NA,A549,NA,NA,unknown,trt,trt,0.7772875895956227
DEPENDENCIES1_A549,H14,TXN,TXN-2,NA,A549,NA,NA,unknown,trt,trt,0.6347324953551193
DEPENDENCIES1_A549,H15,POLR2D,POLR2D-2,NA,A549,NA,NA,unknown,trt,trt,0.8916469489572043
DEPENDENCIES1_A549,H16,TXN,TXN-1,NA,A549,NA,NA,unknown,trt,trt,0.8019907372449464
DEPENDENCIES1_A549,H17,Chr2,Chr2-4,NA,A549,NA,NA,unknown,trt,trt,0.4706237457764668
DEPENDENCIES1_A549,H18,PSMA1,PSMA1-2,NA,A549,NA,NA,unknown,trt,trt,0.9203185655020492
DEPENDENCIES1_A549,H19,PSMA1,PSMA1-1,NA,A549,NA,NA,unknown,trt,trt,0.874515672280387
DEPENDENCIES1_A549,H20,Chr2,Chr2-5,NA,A549,NA,NA,unknown,trt,trt,0.050422090830886813
DEPENDENCIES1_A549,H22,ORC4,ORC4-1,NA,A549,NA,NA,unknown,trt,trt,0.6974239575790293
DEPENDENCIES1_A549,H23,PPIB,PPIB-1,NA,A549,NA,NA,unknown,trt,trt,0.2745083338512818
DEPENDENCIES1_A549,H24,Chr2,Chr2-2,NA,A549,NA,NA,unknown,trt,trt,0.7860887454446671
DEPENDENCIES1_A549,I04,PTK2,PTK2-2,BRDN0000990405,A549,NA,BRDN0000990405,unknown,trt,trt,0.8390455003800565
DEPENDENCIES1_A549,I05,ARID1B,ARID1B-1,NA,A549,NA,NA,unknown,trt,trt,0.5669998756554184
DEPENDENCIES1_A549,I06,PTK2,PTK2-1,BRDN0000990543,A549,NA,BRDN0000990543,unknown,trt,trt,0.8113495126699664
DEPENDENCIES1_A549,I07,ARID1B,ARID1B-2,NA,A549,NA,NA,unknown,trt,trt,0.6232482370393156
DEPENDENCIES1_A549,I08,EZH2,EZH2-2,BRDN0000733144,A549,NA,BRDN0000733144,unknown,trt,trt,0.8034650656720916
DEPENDENCIES1_A549,I09,ATF4,ATF4-1,NA,A549,NA,NA,unknown,trt,trt,0.7652915208027748
DEPENDENCIES1_A549,I10,EZH2,EZH2-1,BRDN0000733051,A549,NA,BRDN0000733051,unknown,trt,trt,0.7804917591125876
DEPENDENCIES1_A549,I11,ATF4,ATF4-2,NA,A549,NA,NA,unknown,trt,trt,0.8548673810717674
DEPENDENCIES1_A549,I12,SUZ12,SUZ12-2,BRDN0001057661,A549,NA,BRDN0001057661,unknown,trt,trt,0.8929410376281759
DEPENDENCIES1_A549,I13,ATP50,ATP50-1,NA,A549,NA,NA,unknown,trt,trt,-0.1687148683821402
DEPENDENCIES1_A549,I14,SUZ12,SUZ12-1,BRDN0001057351,A549,NA,BRDN0001057351,unknown,trt,trt,0.889151756727023
DEPENDENCIES1_A549,I15,ATP50,ATP50-2,NA,A549,NA,NA,unknown,trt,trt,0.5056471880509648
DEPENDENCIES1_A549,I16,STAT3,STAT3-2,BRDN0000579974,A549,NA,BRDN0000579974,unknown,trt,trt,0.6418163488061118
DEPENDENCIES1_A549,I17,CDK4,CDK4-3,NA,A549,NA,NA,unknown,trt,trt,0.7838109507973741
DEPENDENCIES1_A549,I18,STAT3,STAT3-1,BRDN0001063739,A549,NA,BRDN0001063739,unknown,trt,trt,0.6874732619531841
DEPENDENCIES1_A549,I19,AURKB,AURKB-2,NA,A549,NA,NA,unknown,trt,trt,0.6924609626162789
DEPENDENCIES1_A549,I20,SMARCB1,SMARCB1-2,BRDN0001062218,A549,NA,BRDN0001062218,unknown,trt,trt,0.6909775315782669
DEPENDENCIES1_A549,I21,BCL2,BCL2-1,NA,A549,NA,NA,unknown,trt,trt,0.45649113110411776
DEPENDENCIES1_A549,I22,SMARCB1,SMARCB1-1,BRDN0001062203,A549,NA,BRDN0001062203,unknown,trt,trt,0.48945450628370035
DEPENDENCIES1_A549,I23,BCL2,BCL2-2,NA,A549,NA,NA,unknown,trt,trt,0.027650070404917463
DEPENDENCIES1_A549,I24,SDHB,SDHB-2,BRDN0000986593,A549,NA,BRDN0000986593,unknown,trt,trt,0.705301852139374
DEPENDENCIES1_A549,J01,Chr2,Chr2-2,NA,A549,NA,NA,unknown,trt,trt,0.29714757313927603
DEPENDENCIES1_A549,J02,PPIB,PPIB-1,NA,A549,NA,NA,unknown,trt,trt,0.30382540626979826
DEPENDENCIES1_A549,J03,ORC4,ORC4-1,NA,A549,NA,NA,unknown,trt,trt,0.6470885414337918
DEPENDENCIES1_A549,J05,Chr2,Chr2-5,NA,A549,NA,NA,unknown,trt,trt,0.26917376814909333
DEPENDENCIES1_A549,J06,PSMA1,PSMA1-1,NA,A549,NA,NA,unknown,trt,trt,0.7903796562015056
DEPENDENCIES1_A549,J07,PSMA1,PSMA1-2,NA,A549,NA,NA,unknown,trt,trt,0.8528622807921143
DEPENDENCIES1_A549,J08,Chr2,Chr2-4,NA,A549,NA,NA,unknown,trt,trt,0.19085697442023183
DEPENDENCIES1_A549,J09,TXN,TXN-1,NA,A549,NA,NA,unknown,trt,trt,0.1464401672319644
DEPENDENCIES1_A549,J10,POLR2D,POLR2D-2,NA,A549,NA,NA,unknown,trt,trt,0.8787080997191694
DEPENDENCIES1_A549,J11,TXN,TXN-2,NA,A549,NA,NA,unknown,trt,trt,0.3323635897127079
DEPENDENCIES1_A549,J12,Chr2,Chr2-1,NA,A549,NA,NA,unknown,trt,trt,0.4877345505648737
DEPENDENCIES1_A549,J13,POLR2D,POLR2D-1,NA,A549,NA,NA,unknown,trt,trt,0.8431602208980216
DEPENDENCIES1_A549,J14,SLC2A2,SLC2A2-2,NA,A549,NA,NA,unknown,trt,trt,0.16746956923042536
DEPENDENCIES1_A549,J15,Chr2,Chr2-3,NA,A549,NA,NA,unknown,trt,trt,0.18287898372996536
DEPENDENCIES1_A549,J16,SLC2A1,SLC2A1-1,NA,A549,NA,NA,unknown,trt,trt,0.689736735698168
DEPENDENCIES1_A549,J17,ORC4,ORC4-2,NA,A549,NA,NA,unknown,trt,trt,0.8150431269854818
DEPENDENCIES1_A549,J18,Chr2,Chr2-6,NA,A549,NA,NA,unknown,trt,trt,0.7942001238278487
DEPENDENCIES1_A549,J19,Chr2,Chr2-6,NA,A549,NA,NA,unknown,trt,trt,0.82069562819235
DEPENDENCIES1_A549,J20,ORC4,ORC4-2,NA,A549,NA,NA,unknown,trt,trt,0.7802173995988265
DEPENDENCIES1_A549,J21,PPIB,PPIB-2,NA,A549,NA,NA,unknown,trt,trt,0.760677485756046
DEPENDENCIES1_A549,J22,Chr2,Chr2-3,NA,A549,NA,NA,unknown,trt,trt,0.7181011331827419
DEPENDENCIES1_A549,J24,POLR2D,POLR2D-1,NA,A549,NA,NA,unknown,trt,trt,0.901194270896269
DEPENDENCIES1_A549,K01,BCL2L2,BCL2L2-1,NA,A549,NA,NA,unknown,trt,trt,0.3099663859625644
DEPENDENCIES1_A549,K02,SDHB,SDHB-1,BRDN0000986589,A549,NA,BRDN0000986589,unknown,trt,trt,0.6482300876276443
DEPENDENCIES1_A549,K03,BCL2L2,BCL2L2-2,NA,A549,NA,NA,unknown,trt,trt,0.3765040893058935
DEPENDENCIES1_A549,K04,RHOA,RHOA-2,BRDN0000990437,A549,NA,BRDN0000990437,unknown,trt,trt,0.48957986409197785
DEPENDENCIES1_A549,K05,BRCA1,BRCA1-1,NA,A549,NA,NA,unknown,trt,trt,0.29918202546045536
DEPENDENCIES1_A549,K06,RHOA,RHOA-1,BRDN0000990371,A549,NA,BRDN0000990371,unknown,trt,trt,0.3765291314527348
